,open,high,low,close,adjclose,volume,ticker
2021-10-11,59.25,59.779998779296875,58.209999084472656,58.22999954223633,55.515132904052734,4139000,DOW
2021-10-12,58.02000045776367,58.369998931884766,57.5,57.7400016784668,55.0479850769043,5443800,DOW
2021-10-13,57.91999816894531,58.04999923706055,56.650001525878906,56.90999984741211,54.256675720214844,7689800,DOW
2021-10-14,57.43000030517578,58.779998779296875,57.13999938964844,58.7400016784668,56.00135803222656,6430400,DOW
2021-10-15,59.470001220703125,59.72999954223633,58.84000015258789,58.959999084472656,56.211097717285156,4288200,DOW
2021-10-18,57.70000076293945,59.38999938964844,57.599998474121094,58.95000076293945,56.201568603515625,4660100,DOW
2021-10-19,59.09000015258789,59.27000045776367,58.540000915527344,59.189998626708984,56.43037796020508,3650600,DOW
2021-10-20,59.15999984741211,60.608001708984375,58.941001892089844,59.88999938964844,57.097740173339844,5875300,DOW
2021-10-21,60.06999969482422,61.16999816894531,57.959999084472656,59.2599983215332,56.49711608886719,8916600,DOW
2021-10-22,59.63999938964844,60.189998626708984,58.380001068115234,58.400001525878906,55.67721176147461,5889500,DOW
2021-10-25,59.2400016784668,59.53499984741211,58.61000061035156,58.709999084472656,55.972755432128906,6293200,DOW
2021-10-26,58.709999084472656,59.7599983215332,58.18000030517578,58.709999084472656,55.972755432128906,6875200,DOW
2021-10-27,58.58000183105469,58.58000183105469,55.900001525878906,56.0,53.389102935791016,11512700,DOW
2021-10-28,56.25,56.86000061035156,56.209999084472656,56.56999969482422,53.93252944946289,5974400,DOW
2021-10-29,56.130001068115234,56.650001525878906,55.65999984741211,55.970001220703125,53.360504150390625,5894900,DOW
2021-11-01,56.0099983215332,57.97999954223633,56.0099983215332,57.439998626708984,54.761966705322266,7562000,DOW
2021-11-02,57.63999938964844,58.7400016784668,57.2400016784668,58.470001220703125,55.74394607543945,5929500,DOW
2021-11-03,58.4900016784668,59.584999084472656,58.09000015258789,59.04999923706055,56.296905517578125,6234300,DOW
2021-11-04,59.0,59.01499938964844,56.79499816894531,57.16999816894531,54.504554748535156,9047900,DOW
2021-11-05,57.2400016784668,58.744998931884766,57.2400016784668,58.310001373291016,55.591407775878906,4979100,DOW
2021-11-08,58.93000030517578,59.68000030517578,58.29499816894531,58.56999969482422,55.83928298950195,4894100,DOW
2021-11-09,58.540000915527344,59.119998931884766,58.39500045776367,58.790000915527344,56.04903030395508,4447800,DOW
2021-11-10,58.84000015258789,59.290000915527344,58.4900016784668,58.7599983215332,56.020423889160156,5103900,DOW
2021-11-11,59.08000183105469,59.97999954223633,59.02000045776367,59.68000030517578,56.89752960205078,4140400,DOW
2021-11-12,59.790000915527344,60.54999923706055,59.459999084472656,60.060001373291016,57.25981140136719,3499400,DOW
2021-11-15,60.5,60.81999969482422,59.779998779296875,59.91999816894531,57.126338958740234,3470400,DOW
2021-11-16,59.970001220703125,59.9900016784668,58.84000015258789,58.86000061035156,56.11576461791992,4004700,DOW
2021-11-17,58.68000030517578,58.97999954223633,58.16999816894531,58.34000015258789,55.62001037597656,3342400,DOW
2021-11-18,58.349998474121094,58.369998931884766,57.66999816894531,57.97999954223633,55.276790618896484,3801500,DOW
2021-11-19,57.45000076293945,57.52000045776367,56.029998779296875,57.34000015258789,54.666629791259766,7424300,DOW
2021-11-22,57.560001373291016,59.290000915527344,57.40999984741211,58.790000915527344,56.04903030395508,5309200,DOW
2021-11-23,59.34000015258789,59.720001220703125,58.83000183105469,59.18000030517578,56.42084503173828,5279400,DOW
2021-11-24,58.900001525878906,59.369998931884766,58.59000015258789,58.630001068115234,55.896484375,3307100,DOW
2021-11-26,56.63999938964844,57.77000045776367,55.97999954223633,57.599998474121094,54.91450500488281,4317500,DOW
2021-11-29,57.900001525878906,58.380001068115234,56.380001068115234,56.86000061035156,54.87590408325195,4564300,DOW
2021-11-30,56.2599983215332,56.4900016784668,54.40999984741211,54.93000030517578,53.013248443603516,10398200,DOW
2021-12-01,55.4900016784668,55.79999923706055,52.70000076293945,52.7599983215332,50.91897201538086,9113300,DOW
2021-12-02,52.5,53.474998474121094,52.06999969482422,53.18000030517578,51.324317932128906,7333300,DOW
2021-12-03,53.0,53.81999969482422,52.72999954223633,53.06999969482422,51.21815490722656,6969100,DOW
2021-12-06,54.36000061035156,54.71799850463867,53.84000015258789,53.880001068115234,51.99989318847656,6066400,DOW
2021-12-07,54.45000076293945,55.380001068115234,54.27000045776367,54.86000061035156,52.94569778442383,5806900,DOW
2021-12-08,55.310001373291016,55.47999954223633,54.779998779296875,54.90999984741211,52.99394989013672,5013700,DOW
2021-12-09,54.2400016784668,54.58000183105469,53.724998474121094,54.38999938964844,52.49209213256836,5607700,DOW
2021-12-10,55.150001525878906,55.2599983215332,54.28499984741211,54.68000030517578,52.771976470947266,3628600,DOW
2021-12-13,54.459999084472656,54.650001525878906,53.06700134277344,53.31999969482422,51.45942687988281,5398800,DOW
2021-12-14,53.25,54.5,53.13800048828125,53.880001068115234,51.99989318847656,4048700,DOW
2021-12-15,53.790000915527344,54.06999969482422,52.86000061035156,54.040000915527344,52.1543083190918,4955200,DOW
2021-12-16,54.43000030517578,55.36000061035156,54.27000045776367,54.599998474121094,52.69476318359375,5605900,DOW
2021-12-17,54.529998779296875,54.665000915527344,53.380001068115234,54.099998474121094,52.21221160888672,10400000,DOW
2021-12-20,53.099998474121094,53.59000015258789,52.470001220703125,53.5099983215332,51.64279556274414,6251000,DOW
2021-12-21,54.16999816894531,54.810001373291016,53.900001525878906,54.20000076293945,52.30872344970703,4422000,DOW
2021-12-22,54.119998931884766,54.380001068115234,53.63999938964844,54.22999954223633,52.337677001953125,3729600,DOW
2021-12-23,54.5,55.702999114990234,54.349998474121094,55.13999938964844,53.215919494628906,6240200,DOW
2021-12-27,55.310001373291016,55.88999938964844,55.16999816894531,55.869998931884766,53.92045211791992,3249000,DOW
2021-12-28,56.0099983215332,57.0,55.90999984741211,56.630001068115234,54.6539306640625,4748100,DOW
2021-12-29,56.66999816894531,57.11000061035156,56.560001373291016,57.060001373291016,55.06892395019531,3580900,DOW
2021-12-30,57.20000076293945,57.83000183105469,56.724998474121094,56.779998779296875,54.7986946105957,3678700,DOW
2021-12-31,56.84000015258789,56.99100112915039,56.29499816894531,56.720001220703125,54.74079132080078,3093900,DOW
2022-01-03,57.20000076293945,57.900001525878906,56.790000915527344,56.869998931884766,54.88555145263672,5231900,DOW
2022-01-04,57.25,58.70000076293945,57.099998474121094,58.40999984741211,56.37181854248047,9068000,DOW
2022-01-05,58.790000915527344,59.59000015258789,58.314998626708984,58.349998474121094,56.31391143798828,6706300,DOW
2022-01-06,58.4900016784668,58.86000061035156,57.2400016784668,58.2400016784668,56.2077522277832,5820800,DOW
2022-01-07,58.630001068115234,59.51499938964844,58.43000030517578,59.099998474121094,57.037742614746094,4633100,DOW
2022-01-10,58.84000015258789,59.29999923706055,57.98500061035156,58.400001525878906,56.36216735839844,5544300,DOW
2022-01-11,59.04999923706055,59.470001220703125,58.40999984741211,59.18000030517578,57.11494827270508,5720400,DOW
2022-01-12,59.51499938964844,60.13999938964844,58.88999938964844,59.2599983215332,57.19215393066406,3742400,DOW
2022-01-13,59.29999923706055,60.22700119018555,59.207000732421875,59.939998626708984,57.84843063354492,4482600,DOW
2022-01-14,59.709999084472656,60.83000183105469,59.290000915527344,60.7400016784668,58.62051773071289,6795300,DOW
2022-01-18,60.7599983215332,61.14899826049805,59.56999969482422,60.20000076293945,58.09935760498047,4796900,DOW
2022-01-19,60.7599983215332,60.91999816894531,59.38999938964844,59.84000015258789,57.75191879272461,4351100,DOW
2022-01-20,59.900001525878906,60.04999923706055,57.77000045776367,57.810001373291016,55.792755126953125,5765700,DOW
2022-01-21,57.68000030517578,57.77000045776367,56.540000915527344,56.720001220703125,54.74079132080078,6189500,DOW
2022-01-24,55.70000076293945,56.81999969482422,54.599998474121094,56.619998931884766,54.64427947998047,8872700,DOW
2022-01-25,55.88999938964844,57.459999084472656,54.638999938964844,57.18000030517578,55.18473815917969,5644100,DOW
2022-01-26,57.43000030517578,58.25,56.650001525878906,57.220001220703125,55.22334289550781,6126000,DOW
2022-01-27,58.7400016784668,61.290000915527344,58.7400016784668,60.18000030517578,58.080055236816406,11664200,DOW
2022-01-28,60.709999084472656,61.099998474121094,59.06999969482422,60.040000915527344,57.94493865966797,6971900,DOW
2022-01-31,59.5,60.04999923706055,58.279998779296875,59.72999954223633,57.64575958251953,8056100,DOW
2022-02-01,59.79999923706055,61.9900016784668,59.70000076293945,61.810001373291016,59.65317916870117,6659400,DOW
2022-02-02,61.709999084472656,62.4900016784668,61.119998931884766,61.65999984741211,59.5084114074707,5463400,DOW
2022-02-03,61.5,62.44499969482422,61.154998779296875,61.209999084472656,59.07411193847656,5363800,DOW
2022-02-04,61.20000076293945,61.720001220703125,60.540000915527344,60.599998474121094,58.48539733886719,4995100,DOW
2022-02-07,60.93000030517578,61.099998474121094,59.72999954223633,59.90999984741211,57.81947708129883,6214400,DOW
2022-02-08,60.380001068115234,61.16999816894531,60.380001068115234,61.09000015258789,58.95830154418945,5595500,DOW
2022-02-09,61.4900016784668,62.22999954223633,61.25,61.9900016784668,59.82689666748047,5515900,DOW
2022-02-10,61.88999938964844,62.459999084472656,60.709999084472656,60.95000076293945,58.82318878173828,6537200,DOW
2022-02-11,60.79999923706055,61.90999984741211,60.349998474121094,61.09000015258789,58.95830154418945,6042100,DOW
2022-02-14,61.099998474121094,61.369998931884766,60.125,60.83000183105469,58.70737838745117,4472000,DOW
2022-02-15,60.81999969482422,62.0099983215332,60.709999084472656,61.86000061035156,59.70143127441406,4076800,DOW
2022-02-16,61.650001525878906,62.90999984741211,61.619998931884766,62.08000183105469,59.91375732421875,5613600,DOW
2022-02-17,61.36000061035156,62.10499954223633,60.625,61.16999816894531,59.03550720214844,3927800,DOW
2022-02-18,60.75,61.31999969482422,60.189998626708984,60.59000015258789,58.47574996948242,5078900,DOW
2022-02-22,60.91999816894531,61.040000915527344,59.939998626708984,60.29999923706055,58.195865631103516,5664000,DOW
2022-02-23,60.869998931884766,61.189998626708984,59.875,59.970001220703125,57.877384185791016,5155100,DOW
2022-02-24,58.88999938964844,58.970001220703125,57.52000045776367,58.720001220703125,56.67100524902344,8108500,DOW
2022-02-25,58.41999816894531,60.14500045776367,58.31999969482422,59.650001525878906,58.26310348510742,5445200,DOW
2022-02-28,58.31999969482422,59.18000030517578,58.0099983215332,58.959999084472656,57.58914566040039,6438200,DOW
2022-03-01,59.119998931884766,59.30500030517578,56.27000045776367,57.130001068115234,55.80169677734375,7668100,DOW
2022-03-02,57.54999923706055,59.790000915527344,57.5099983215332,59.20000076293945,57.823570251464844,6499800,DOW
2022-03-03,59.290000915527344,59.939998626708984,58.7400016784668,59.66999816894531,58.28263473510742,4514800,DOW
2022-03-04,58.400001525878906,58.875,57.83000183105469,58.83000183105469,57.4621696472168,5869500,DOW
2022-03-07,58.75,59.11000061035156,57.64500045776367,57.97999954223633,56.63193130493164,6987800,DOW
2022-03-08,58.11000061035156,59.220001220703125,57.619998931884766,57.84000015258789,56.49518585205078,6583400,DOW
2022-03-09,59.25,60.900001525878906,58.939998626708984,59.79999923706055,58.40961456298828,7484700,DOW
2022-03-10,59.2400016784668,61.040000915527344,59.22999954223633,60.630001068115234,59.22032165527344,5421000,DOW
2022-03-11,61.060001373291016,62.4900016784668,60.869998931884766,60.90999984741211,59.493804931640625,6140000,DOW
2022-03-14,61.369998931884766,62.029998779296875,59.77000045776367,60.279998779296875,58.87845230102539,5836200,DOW
2022-03-15,59.869998931884766,60.26499938964844,57.619998931884766,58.869998931884766,57.50123596191406,8354400,DOW
2022-03-16,59.15999984741211,60.150001525878906,58.720001220703125,59.63999938964844,58.253334045410156,6154800,DOW
2022-03-17,59.380001068115234,62.880001068115234,59.13999938964844,62.84000015258789,61.378936767578125,9420600,DOW
2022-03-18,62.22999954223633,63.43000030517578,61.80500030517578,62.38999938964844,60.939395904541016,9510800,DOW
2022-03-21,63.119998931884766,63.720001220703125,62.529998779296875,63.34000015258789,61.8673095703125,4836500,DOW
2022-03-22,64.0,64.52999877929688,63.2400016784668,63.54999923706055,62.072425842285156,5136700,DOW
2022-03-23,63.400001525878906,63.84000015258789,63.02000045776367,63.29999923706055,61.8282356262207,2936100,DOW
2022-03-24,63.7599983215332,64.19999694824219,63.40999984741211,64.08999633789062,62.59986877441406,3611400,DOW
2022-03-25,64.08999633789062,64.7300033569336,63.84000015258789,64.69999694824219,63.195682525634766,3962900,DOW
2022-03-28,64.30000305175781,64.55000305175781,63.040000915527344,64.11000061035156,62.61940383911133,3879300,DOW
2022-03-29,63.95000076293945,64.31999969482422,62.81999969482422,64.19000244140625,62.697547912597656,4225600,DOW
2022-03-30,64.4800033569336,64.94000244140625,64.02999877929688,64.26000213623047,62.76592254638672,3145900,DOW
2022-03-31,64.1500015258789,64.78500366210938,63.709999084472656,63.720001220703125,62.23847198486328,4302100,DOW
2022-04-01,64.29000091552734,64.93000030517578,63.439998626708984,64.18000030517578,62.68777847290039,3317100,DOW
2022-04-04,64.51000213623047,64.51000213623047,63.31999969482422,64.01000213623047,62.521732330322266,3650000,DOW
2022-04-05,64.0,64.63999938964844,63.40999984741211,63.4900016784668,62.01382064819336,3432500,DOW
2022-04-06,63.209999084472656,63.290000915527344,61.290000915527344,61.66999816894531,60.23613357543945,4977000,DOW
2022-04-07,61.79999923706055,61.79999923706055,60.029998779296875,61.25,59.82590103149414,4644800,DOW
2022-04-08,61.77000045776367,62.279998779296875,61.31999969482422,61.68000030517578,60.24590301513672,3913900,DOW
2022-04-11,61.349998474121094,62.619998931884766,61.150001525878906,61.95000076293945,60.50962829589844,2760400,DOW
2022-04-12,62.5099983215332,63.75,62.290000915527344,63.2599983215332,61.78916931152344,4137300,DOW
2022-04-13,63.4900016784668,64.2300033569336,63.220001220703125,64.16000366210938,62.66824722290039,3465600,DOW
2022-04-14,64.48999786376953,66.0,64.38999938964844,65.48999786376953,63.96731948852539,7000200,DOW
2022-04-18,65.48999786376953,66.4800033569336,65.30000305175781,65.87999725341797,64.3482437133789,4958900,DOW
2022-04-19,66.02999877929688,67.3499984741211,65.91000366210938,67.05000305175781,65.49105072021484,5292500,DOW
2022-04-20,67.06999969482422,68.16999816894531,67.04000091552734,67.54000091552734,65.96965789794922,5021500,DOW
2022-04-21,69.0,71.86000061035156,68.88999938964844,69.51000213623047,67.89385223388672,10282500,DOW
2022-04-22,70.06999969482422,71.2300033569336,68.23999786376953,68.5,66.90733337402344,7439400,DOW
2022-04-25,67.41000366210938,68.33999633789062,65.52999877929688,68.06999969482422,66.48733520507812,7252100,DOW
2022-04-26,68.23999786376953,68.9800033569336,67.3499984741211,67.37000274658203,65.8036117553711,6612800,DOW
2022-04-27,68.12000274658203,68.33000183105469,67.0510025024414,67.44999694824219,65.88174438476562,5412300,DOW
2022-04-28,68.04000091552734,68.04000091552734,66.11000061035156,67.80999755859375,66.2333755493164,5532300,DOW
2022-04-29,68.12000274658203,68.71499633789062,66.30999755859375,66.5,64.9538345336914,6499800,DOW
2022-05-02,67.1500015258789,67.30999755859375,65.80999755859375,67.05999755859375,65.50080871582031,7250100,DOW
2022-05-03,67.12000274658203,68.33000183105469,67.05999755859375,68.1500015258789,66.56547546386719,4599500,DOW
2022-05-04,68.81999969482422,70.77999877929688,68.43000030517578,70.61000061035156,68.96827697753906,5589800,DOW
2022-05-05,70.26000213623047,70.36000061035156,67.52999877929688,68.47000122070312,66.87803649902344,6530600,DOW
2022-05-06,68.06999969482422,68.37000274658203,66.6500015258789,67.93000030517578,66.35059356689453,5807800,DOW
2022-05-09,66.83999633789062,67.80999755859375,66.47000122070312,66.62999725341797,65.080810546875,7266900,DOW
2022-05-10,67.43000030517578,67.8499984741211,65.27999877929688,65.80999755859375,64.27987670898438,7885500,DOW
2022-05-11,66.4000015258789,68.5,65.81999969482422,66.79000091552734,65.23709869384766,5683300,DOW
2022-05-12,66.52999877929688,67.38999938964844,65.66500091552734,67.04000091552734,65.48128509521484,6035700,DOW
2022-05-13,67.5,68.31999969482422,67.26000213623047,67.55999755859375,65.98918914794922,3924400,DOW
2022-05-16,67.30999755859375,68.59600067138672,66.68000030517578,67.9800033569336,66.39942932128906,4028300,DOW
2022-05-17,69.61000061035156,70.29100036621094,68.9000015258789,69.97000122070312,68.3431625366211,4502600,DOW
2022-05-18,69.41000366210938,70.37999725341797,68.49500274658203,68.91000366210938,67.30780029296875,4623900,DOW
2022-05-19,68.30999755859375,69.56999969482422,67.80000305175781,68.76000213623047,67.16129302978516,4988400,DOW
2022-05-20,68.87999725341797,69.7300033569336,66.87000274658203,68.11000061035156,66.52639770507812,5232200,DOW
2022-05-23,67.80000305175781,68.12999725341797,66.83999633789062,67.48999786376953,65.92081451416016,6582300,DOW
2022-05-24,67.19999694824219,67.38999938964844,65.47000122070312,67.06999969482422,65.51058197021484,4664400,DOW
2022-05-25,66.70999908447266,67.68000030517578,66.4000015258789,67.30000305175781,65.73523712158203,6264900,DOW
2022-05-26,67.16999816894531,68.29000091552734,66.91000366210938,67.83999633789062,66.26268005371094,5732800,DOW
2022-05-27,67.58999633789062,69.06999969482422,67.31999969482422,69.05999755859375,68.1575927734375,4784300,DOW
2022-05-31,68.63999938964844,68.75,67.61499786376953,67.9800033569336,67.09170532226562,7876000,DOW
2022-06-01,68.6500015258789,69.78800201416016,67.99500274658203,68.11000061035156,67.22000885009766,5958100,DOW
2022-06-02,68.43000030517578,68.97000122070312,67.0999984741211,68.0999984741211,67.21013641357422,4598700,DOW
2022-06-03,67.58999633789062,68.16000366210938,66.68000030517578,67.02999877929688,66.15411376953125,4966800,DOW
2022-06-06,67.04000091552734,67.61000061035156,66.66999816894531,67.06999969482422,66.19359588623047,3117300,DOW
2022-06-07,66.76000213623047,67.45999908447266,66.41999816894531,67.37000274658203,66.48967742919922,4873800,DOW
2022-06-08,67.05999755859375,67.80999755859375,66.8499984741211,67.23999786376953,66.36137390136719,3200900,DOW
2022-06-09,66.9000015258789,67.01499938964844,65.80999755859375,65.86000061035156,64.99940490722656,3113400,DOW
2022-06-10,65.01000213623047,65.08000183105469,61.86000061035156,61.869998931884766,61.06154251098633,6448900,DOW
2022-06-13,60.4900016784668,60.58000183105469,57.970001220703125,58.68000030517578,57.91322708129883,8509300,DOW
2022-06-14,58.279998779296875,59.130001068115234,57.459999084472656,58.560001373291016,57.794795989990234,7128900,DOW
2022-06-15,59.02000045776367,59.65999984741211,56.76499938964844,57.40999984741211,56.65982437133789,6387900,DOW
2022-06-16,55.66999816894531,55.970001220703125,54.650001525878906,55.41999816894531,54.695823669433594,7641800,DOW
2022-06-17,55.15999984741211,55.959999084472656,53.970001220703125,54.77000045776367,54.0543212890625,12735800,DOW
2022-06-21,56.34000015258789,56.689998626708984,54.90999984741211,54.95000076293945,54.23196792602539,6391700,DOW
2022-06-22,52.29999923706055,52.790000915527344,51.56999969482422,52.34000015258789,51.65607452392578,10383100,DOW
2022-06-23,52.25,52.650001525878906,50.41999816894531,51.060001373291016,50.392799377441406,9662000,DOW
2022-06-24,51.5099983215332,53.79999923706055,51.189998626708984,53.13999938964844,52.44561767578125,9109000,DOW
2022-06-27,52.900001525878906,53.29999923706055,51.970001220703125,52.220001220703125,51.53764343261719,7507300,DOW
2022-06-28,52.79999923706055,54.150001525878906,52.345001220703125,52.529998779296875,51.843589782714844,5169400,DOW
2022-06-29,52.709999084472656,53.0099983215332,51.279998779296875,51.97999954223633,51.300777435302734,4392800,DOW
2022-06-30,51.15999984741211,52.13999938964844,50.849998474121094,51.61000061035156,50.935611724853516,5848000,DOW
2022-07-01,50.90999984741211,52.040000915527344,49.900001525878906,51.689998626708984,51.014564514160156,5255100,DOW
2022-07-05,50.77000045776367,50.81999969482422,49.35499954223633,50.72999954223633,50.06711196899414,5891000,DOW
2022-07-06,50.619998931884766,51.25,50.03499984741211,51.18000030517578,50.51123046875,5657000,DOW
2022-07-07,52.13999938964844,52.810001373291016,51.7400016784668,52.279998779296875,51.59685516357422,5507600,DOW
2022-07-08,52.43000030517578,52.880001068115234,51.30500030517578,51.380001068115234,50.7086181640625,4226900,DOW
2022-07-11,50.7400016784668,51.349998474121094,50.5099983215332,51.0099983215332,50.343448638916016,3919100,DOW
2022-07-12,50.88999938964844,51.564998626708984,50.25,50.41999816894531,49.76115798950195,6068200,DOW
2022-07-13,50.0,50.209999084472656,49.029998779296875,49.66999816894531,49.02096176147461,6071500,DOW
2022-07-14,48.7400016784668,49.06999969482422,48.27000045776367,48.900001525878906,48.261024475097656,4969400,DOW
2022-07-15,49.72999954223633,50.2400016784668,49.16999816894531,49.54999923706055,48.902530670166016,4809900,DOW
2022-07-18,50.41999816894531,51.04999923706055,50.20000076293945,50.470001220703125,49.810508728027344,4839000,DOW
2022-07-19,51.150001525878906,52.810001373291016,51.08000183105469,52.45000076293945,51.7646369934082,6999400,DOW
2022-07-20,52.45000076293945,52.66999816894531,51.810001373291016,52.54999923706055,51.86332702636719,5977700,DOW
2022-07-21,50.56999969482422,51.439998626708984,49.95000076293945,51.400001525878906,50.72835922241211,10059700,DOW
2022-07-22,51.5,51.810001373291016,50.439998626708984,50.849998474121094,50.185543060302734,5074800,DOW
2022-07-25,51.16999816894531,51.970001220703125,51.029998779296875,51.58000183105469,50.906005859375,5933200,DOW
2022-07-26,51.16999816894531,51.79999923706055,50.95000076293945,51.29999923706055,50.629661560058594,4130900,DOW
2022-07-27,51.439998626708984,52.479000091552734,51.209999084472656,52.2400016784668,51.55738067626953,4342000,DOW
2022-07-28,52.45000076293945,52.90999984741211,51.7599983215332,52.29999923706055,51.61659622192383,6137900,DOW
2022-07-29,52.7599983215332,53.79499816894531,52.470001220703125,53.209999084472656,52.51470184326172,9754300,DOW
2022-08-01,52.58000183105469,52.599998474121094,51.43000030517578,52.459999084472656,51.774505615234375,5913400,DOW
2022-08-02,52.29999923706055,52.66999816894531,51.540000915527344,51.54999923706055,50.87639617919922,5797800,DOW
2022-08-03,52.0,52.0,51.33599853515625,51.4900016784668,50.81718063354492,5139300,DOW
2022-08-04,51.310001373291016,51.70000076293945,50.86000061035156,50.9900016784668,50.32371520996094,6963700,DOW
2022-08-05,50.77000045776367,51.77000045776367,50.72999954223633,51.4900016784668,50.81718063354492,5954500,DOW
2022-08-08,51.880001068115234,52.7599983215332,51.79999923706055,52.150001525878906,51.46855545043945,4511400,DOW
2022-08-09,52.150001525878906,52.849998474121094,52.11000061035156,52.720001220703125,52.03110885620117,4339000,DOW
2022-08-10,53.849998474121094,54.654998779296875,53.810001373291016,54.040000915527344,53.333858489990234,5998300,DOW
2022-08-11,54.7599983215332,55.720001220703125,54.7599983215332,55.2599983215332,54.53791427612305,5066200,DOW
2022-08-12,55.33000183105469,55.939998626708984,55.310001373291016,55.93000030517578,55.199161529541016,4389100,DOW
2022-08-15,55.47999954223633,55.5,54.86000061035156,55.34000015258789,54.61687088012695,5991700,DOW
2022-08-16,55.36000061035156,56.42499923706055,55.34000015258789,56.11000061035156,55.37681198120117,3925900,DOW
2022-08-17,55.52000045776367,55.90999984741211,55.0099983215332,55.459999084472656,54.73530197143555,4198000,DOW
2022-08-18,55.720001220703125,56.224998474121094,55.41999816894531,56.02000045776367,55.287986755371094,3561500,DOW
2022-08-19,55.68000030517578,55.91999816894531,55.150001525878906,55.4900016784668,54.76491165161133,3517800,DOW
2022-08-22,54.4900016784668,54.698001861572266,53.900001525878906,54.40999984741211,53.69902420043945,6342700,DOW
2022-08-23,54.65999984741211,55.7599983215332,54.529998779296875,55.619998931884766,54.893211364746094,3894500,DOW
2022-08-24,55.5,55.63999938964844,54.08000183105469,54.2400016784668,53.531246185302734,6957200,DOW
2022-08-25,54.83000183105469,55.790000915527344,54.75699996948242,55.7599983215332,55.0313835144043,5736200,DOW
2022-08-26,55.97999954223633,56.369998931884766,54.2599983215332,54.459999084472656,53.74837112426758,5777700,DOW
2022-08-29,53.0,54.0099983215332,52.540000915527344,53.56999969482422,52.869998931884766,9304900,DOW
2022-08-30,52.83000183105469,52.959999084472656,51.2599983215332,51.380001068115234,51.380001068115234,7452200,DOW
2022-08-31,51.2400016784668,51.63999938964844,50.58000183105469,51.0,51.0,6069600,DOW
2022-09-01,50.459999084472656,50.4900016784668,49.13999938964844,49.959999084472656,49.959999084472656,6378300,DOW
2022-09-02,50.529998779296875,50.7599983215332,48.904998779296875,49.310001373291016,49.310001373291016,5124900,DOW
2022-09-06,49.900001525878906,50.08000183105469,48.34000015258789,48.59000015258789,48.59000015258789,8104700,DOW
2022-09-07,48.34000015258789,49.244998931884766,48.029998779296875,48.970001220703125,48.970001220703125,6517500,DOW
2022-09-08,48.4900016784668,49.5099983215332,47.95000076293945,49.400001525878906,49.400001525878906,5964100,DOW
2022-09-09,50.22999954223633,50.71500015258789,50.02000045776367,50.5099983215332,50.5099983215332,6265600,DOW
2022-09-12,51.290000915527344,51.790000915527344,50.79999923706055,50.93000030517578,50.93000030517578,5042800,DOW
2022-09-13,48.75,49.619998931884766,47.55500030517578,47.869998931884766,47.869998931884766,9104300,DOW
2022-09-14,47.61000061035156,47.869998931884766,46.380001068115234,47.06999969482422,47.06999969482422,11484300,DOW
2022-09-15,47.099998474121094,47.7599983215332,46.689998626708984,46.90999984741211,46.90999984741211,6535500,DOW
2022-09-16,46.0099983215332,46.79999923706055,45.40999984741211,46.41999816894531,46.41999816894531,10046700,DOW
2022-09-19,45.63999938964844,46.880001068115234,45.470001220703125,46.7400016784668,46.7400016784668,4900300,DOW
2022-09-20,45.95000076293945,46.279998779296875,45.369998931884766,46.09000015258789,46.09000015258789,4996000,DOW
2022-09-21,46.41999816894531,46.59000015258789,44.970001220703125,44.97999954223633,44.97999954223633,5819100,DOW
2022-09-22,45.279998779296875,45.54999923706055,44.75,44.77000045776367,44.77000045776367,4652900,DOW
2022-09-23,44.0,44.20000076293945,43.040000915527344,43.900001525878906,43.900001525878906,6728200,DOW
2022-09-26,43.52000045776367,44.2599983215332,43.15999984741211,43.38999938964844,43.38999938964844,5497600,DOW
2022-09-27,43.939998626708984,44.16999816894531,43.275001525878906,43.790000915527344,43.790000915527344,5444700,DOW
2022-09-28,44.08000183105469,45.5099983215332,43.90999984741211,45.04999923706055,45.04999923706055,8315400,DOW
2022-09-29,44.5,44.689998626708984,43.4900016784668,44.15999984741211,44.15999984741211,4904800,DOW
2022-09-30,44.16999816894531,44.84000015258789,43.79999923706055,43.93000030517578,43.93000030517578,5868500,DOW
2022-10-03,44.939998626708984,45.7400016784668,44.45000076293945,45.279998779296875,45.279998779296875,6868700,DOW
2022-10-04,45.79999923706055,46.72999954223633,45.625,46.619998931884766,46.619998931884766,6959800,DOW
2022-10-05,45.91999816894531,46.439998626708984,45.5099983215332,46.060001373291016,46.060001373291016,5564500,DOW
2022-10-06,45.70000076293945,46.099998474121094,45.314998626708984,45.52000045776367,45.52000045776367,5430600,DOW
2022-10-07,45.04999923706055,45.439998626708984,44.20000076293945,44.40999984741211,44.40999984741211,5264800,DOW
